grade,math,gender,classtype,ethnicity,lunch
2,567,female,regular+aide,cauc,non-free
2,553,male,small,cauc,non-free
2,578,female,regular,cauc,non-free
2,520,female,regular,cauc,free
2,557,male,regular+aide,cauc,free
2,495,male,regular+aide,cauc,non-free
2,500,male,regular,afam,free
2,505,male,regular+aide,afam,free
2,545,female,regular,cauc,non-free
2,526,female,regular,cauc,free
2,578,female,small,cauc,non-free
2,578,female,regular+aide,cauc,non-free
2,562,male,regular,cauc,non-free
2,456,male,small,afam,free
2,515,female,regular,afam,non-free
2,567,female,regular+aide,cauc,non-free
2,507,female,regular,cauc,non-free
2,627,female,regular,cauc,non-free
2,515,female,regular+aide,cauc,free
2,472,male,regular+aide,afam,non-free
2,493,female,regular+aide,afam,free
2,518,male,regular+aide,afam,free
2,518,male,regular,afam,free
2,502,male,small,afam,free
2,535,female,small,cauc,non-free
2,526,male,regular+aide,cauc,non-free
2,526,female,regular,cauc,non-free
2,549,male,small,cauc,non-free
2,538,female,regular,afam,free
2,535,female,regular+aide,cauc,non-free
2,549,male,regular+aide,cauc,free
2,515,female,regular,cauc,free
2,549,female,small,afam,free
2,676,male,regular,cauc,non-free
2,523,male,small,cauc,non-free
2,535,female,regular,cauc,non-free
2,507,male,small,afam,free
2,493,male,regular,cauc,free
2,567,female,regular+aide,cauc,non-free
2,529,female,small,cauc,non-free
2,474,female,regular,cauc,free
2,538,female,small,afam,non-free
2,515,male,regular+aide,cauc,free
2,518,female,regular+aide,cauc,non-free
2,532,male,small,cauc,free
2,545,female,regular,asian,non-free
2,592,female,small,cauc,non-free
2,486,male,regular,cauc,non-free
2,484,female,regular+aide,cauc,non-free
2,562,male,regular+aide,cauc,non-free
2,444,female,regular,cauc,free
2,542,male,regular+aide,cauc,free
2,538,female,regular+aide,cauc,non-free
2,572,female,regular+aide,cauc,non-free
2,520,male,small,cauc,free
2,562,female,small,afam,free
2,505,male,small,afam,free
2,592,male,regular,cauc,non-free
2,612,female,regular+aide,cauc,non-free
2,612,female,small,cauc,non-free
2,567,male,regular+aide,cauc,non-free
2,601,male,small,cauc,non-free
2,549,female,small,cauc,non-free
2,463,male,regular+aide,afam,free
2,523,female,regular+aide,cauc,non-free
2,542,male,regular+aide,cauc,free
2,562,male,regular,cauc,non-free
2,542,male,regular+aide,cauc,non-free
2,572,male,regular+aide,cauc,non-free
2,535,female,regular+aide,cauc,non-free
2,515,female,regular,afam,free
2,542,female,regular,cauc,non-free
2,538,male,small,afam,non-free
2,479,female,regular+aide,afam,free
2,553,female,regular,cauc,non-free
2,578,male,small,afam,free
2,584,male,regular+aide,afam,non-free
2,451,male,regular,afam,free
2,484,female,regular,cauc,non-free
2,612,male,regular+aide,cauc,non-free
2,444,female,regular+aide,afam,free
2,567,female,regular,cauc,free
2,495,male,small,cauc,free
2,612,female,small,cauc,non-free
2,484,male,small,cauc,free
2,512,male,regular+aide,cauc,non-free
2,535,female,regular,afam,free
2,653,male,regular+aide,cauc,free
2,529,female,regular+aide,cauc,free
2,578,male,regular,cauc,non-free
2,553,male,small,cauc,non-free
2,578,female,regular,cauc,non-free
2,567,male,regular,cauc,non-free
2,500,female,regular,afam,free
2,526,female,regular,afam,free
2,567,male,regular,cauc,non-free
2,436,male,regular,afam,free
2,510,male,small,afam,free
2,495,female,regular,cauc,free
2,592,male,regular+aide,cauc,non-free
2,612,female,small,cauc,free
2,553,female,regular,afam,free
2,567,female,regular,cauc,free
2,486,female,regular,cauc,free
2,567,female,regular,cauc,non-free
2,612,female,regular,cauc,non-free
2,592,female,small,cauc,non-free
2,493,male,regular,cauc,non-free
2,612,female,small,cauc,non-free
2,557,female,regular,cauc,free
2,500,female,small,afam,free
2,490,male,regular+aide,afam,free
2,557,female,small,afam,free
2,529,male,regular,cauc,free
2,479,female,regular+aide,cauc,free
2,512,male,regular,cauc,free
2,535,female,regular,cauc,free
2,523,female,regular+aide,cauc,free
2,592,female,regular,cauc,non-free
2,523,female,regular+aide,afam,free
2,474,male,regular,cauc,non-free
2,584,male,regular,cauc,non-free
2,520,female,small,cauc,non-free
2,523,male,regular,afam,free
2,584,female,regular,cauc,non-free
2,557,male,regular,cauc,non-free
2,523,female,small,afam,free
2,495,male,regular+aide,afam,non-free
2,627,male,small,cauc,non-free
2,545,female,regular+aide,cauc,non-free
2,526,female,small,afam,free
2,578,male,small,cauc,non-free
2,612,female,regular,cauc,non-free
2,567,female,regular,cauc,non-free
2,538,female,regular+aide,afam,non-free
2,500,male,regular+aide,cauc,free
2,584,female,small,cauc,non-free
2,572,male,regular,cauc,non-free
2,490,male,regular,afam,non-free
2,529,female,regular,cauc,non-free
2,567,male,regular,cauc,non-free
2,479,male,small,cauc,free
2,493,female,small,afam,free
2,542,male,regular+aide,cauc,non-free
2,502,female,regular,cauc,non-free
2,470,male,small,afam,free
2,520,female,regular+aide,cauc,non-free
2,653,male,regular+aide,cauc,non-free
2,520,male,regular+aide,cauc,non-free
2,502,male,regular,cauc,free
2,538,female,regular,cauc,non-free
2,505,female,regular,afam,free
2,545,male,regular+aide,afam,free
2,523,female,regular,cauc,non-free
2,545,male,small,cauc,non-free
2,526,male,small,afam,free
2,562,male,regular+aide,cauc,non-free
2,542,male,regular+aide,afam,free
2,549,female,regular,afam,non-free
2,505,female,regular+aide,afam,free
2,578,female,small,cauc,non-free
2,612,male,regular,cauc,free
2,497,male,regular+aide,afam,non-free
2,484,male,regular,cauc,non-free
2,481,male,regular+aide,afam,free
2,444,male,small,cauc,free
2,578,male,small,cauc,non-free
2,484,male,regular+aide,cauc,free
2,515,female,small,afam,free
2,425,female,regular+aide,afam,free
2,557,male,small,cauc,non-free
2,436,female,small,afam,free
2,515,female,small,afam,free
2,542,male,regular+aide,cauc,free
2,495,male,regular,afam,free
2,592,female,regular+aide,cauc,non-free
2,562,female,regular+aide,cauc,non-free
2,592,female,regular,afam,free
2,592,male,regular+aide,cauc,non-free
2,523,female,regular,afam,free
2,627,male,regular+aide,cauc,non-free
2,479,female,regular,afam,non-free
2,468,female,small,asian,free
2,557,male,small,cauc,free
2,562,male,small,cauc,non-free
2,535,female,regular,cauc,non-free
2,507,male,regular+aide,afam,free
2,486,female,small,cauc,free
2,627,male,regular+aide,cauc,non-free
2,502,male,regular,cauc,non-free
2,542,male,regular,afam,free
2,484,female,regular+aide,cauc,non-free
2,538,female,small,cauc,non-free
2,470,female,regular,afam,free
2,518,male,small,cauc,non-free
2,532,male,regular+aide,cauc,free
2,572,female,small,cauc,non-free
2,495,male,regular,cauc,non-free
2,515,male,regular,cauc,free
2,627,female,regular+aide,cauc,non-free
2,495,female,regular+aide,cauc,free
2,493,male,regular+aide,cauc,non-free
2,474,female,regular+aide,cauc,free
2,549,female,regular,cauc,non-free
2,535,male,regular,cauc,non-free
2,584,male,regular+aide,cauc,free
2,490,male,small,cauc,free
2,578,male,small,cauc,free
2,505,male,regular+aide,cauc,free
2,542,male,regular,afam,non-free
2,653,male,small,cauc,non-free
2,488,male,regular,afam,free
2,470,male,small,afam,free
2,538,female,regular,afam,free
2,592,male,small,cauc,non-free
2,578,female,regular+aide,cauc,non-free
2,601,male,regular,cauc,free
2,627,male,regular,cauc,non-free
2,518,female,regular+aide,cauc,free
2,612,male,regular,cauc,non-free
2,468,male,regular+aide,cauc,free
2,456,male,regular,afam,non-free
2,495,female,small,cauc,free
2,458,male,regular,cauc,non-free
2,542,male,regular,cauc,free
2,433,male,regular,afam,free
2,520,female,regular+aide,cauc,free
2,553,female,small,cauc,non-free
2,584,female,regular,cauc,non-free
2,505,female,regular,afam,free
2,535,male,regular+aide,afam,non-free
2,515,male,regular+aide,afam,free
2,567,female,small,afam,free
2,472,female,regular,afam,free
2,592,female,regular,cauc,non-free
2,515,female,regular,afam,free
2,470,female,regular,cauc,non-free
2,545,male,regular,afam,free
2,507,male,regular,cauc,non-free
2,479,female,small,cauc,free
2,572,female,regular,cauc,free
2,601,male,small,cauc,non-free
2,526,male,regular,cauc,non-free
2,526,female,regular+aide,cauc,non-free
2,520,female,small,cauc,free
2,474,female,regular,afam,free
2,584,female,small,cauc,free
2,535,female,small,cauc,non-free
2,538,male,regular,cauc,non-free
2,529,male,small,cauc,non-free
2,486,male,regular,cauc,free
2,500,male,small,cauc,non-free
2,562,male,regular+aide,cauc,non-free
2,562,male,small,afam,free
2,653,male,small,cauc,non-free
2,535,female,small,afam,free
2,557,female,regular+aide,cauc,non-free
2,627,male,regular+aide,cauc,non-free
2,578,female,small,cauc,non-free
2,523,female,small,cauc,free
2,601,male,regular,cauc,non-free
2,535,female,regular,cauc,non-free
2,510,male,regular,cauc,non-free
2,515,female,regular+aide,afam,free
2,549,male,regular,cauc,non-free
2,549,female,regular,cauc,free
2,612,male,regular+aide,cauc,non-free
2,567,female,small,cauc,free
2,535,male,regular,afam,free
2,592,male,regular,afam,free
2,515,male,regular,cauc,free
2,463,female,regular,afam,free
2,612,male,regular,cauc,free
2,502,female,regular+aide,afam,free
2,557,female,small,cauc,non-free
2,612,male,regular,afam,non-free
2,529,male,regular+aide,afam,free
2,545,male,small,cauc,non-free
2,545,male,regular,cauc,non-free
2,584,male,regular,afam,non-free
2,553,female,small,cauc,non-free
2,500,male,regular+aide,cauc,non-free
2,549,female,regular+aide,cauc,non-free
2,549,male,small,afam,free
2,562,female,regular+aide,cauc,free
2,507,female,regular+aide,cauc,free
2,562,female,regular,cauc,non-free
2,592,male,regular+aide,cauc,free
2,553,female,small,cauc,non-free
2,535,female,regular+aide,afam,non-free
2,545,male,small,cauc,non-free
2,493,female,regular+aide,cauc,non-free
2,486,male,regular,afam,free
2,493,male,small,afam,free
2,454,female,regular,afam,free
2,578,female,regular+aide,cauc,non-free
2,470,female,small,afam,free
2,584,male,regular,cauc,non-free
2,584,female,regular+aide,cauc,free
2,490,female,regular,cauc,free
2,510,female,regular,cauc,non-free
2,505,male,small,cauc,non-free
2,505,female,regular+aide,afam,free
2,500,female,small,afam,non-free
2,488,female,regular,afam,free
2,441,male,regular,afam,free
2,601,male,regular,cauc,non-free
2,542,female,regular,cauc,non-free
2,500,female,regular+aide,cauc,non-free
2,468,male,regular,cauc,free
2,549,female,regular+aide,cauc,non-free
2,562,male,regular+aide,cauc,free
2,545,male,regular+aide,cauc,free
2,545,male,regular,cauc,free
2,553,female,regular,cauc,non-free
2,479,female,small,afam,free
2,572,female,regular+aide,cauc,non-free
2,542,female,regular+aide,cauc,non-free
2,505,female,regular,afam,free
2,526,male,regular,afam,non-free
2,562,male,regular,cauc,free
2,553,female,small,cauc,non-free
2,562,male,small,cauc,non-free
2,535,female,regular,cauc,free
2,584,male,small,cauc,non-free
2,557,female,small,cauc,non-free
2,542,male,small,cauc,non-free
2,627,male,small,cauc,non-free
2,545,male,small,cauc,free
2,490,female,regular+aide,cauc,non-free
2,518,male,small,cauc,free
2,518,male,small,cauc,free
2,486,male,regular,afam,free
2,545,male,small,cauc,non-free
2,567,female,regular+aide,cauc,non-free
2,520,male,regular+aide,afam,free
2,493,male,regular,cauc,non-free
2,549,male,regular,cauc,non-free
2,535,female,regular+aide,afam,free
2,520,female,small,cauc,free
2,515,male,small,cauc,free
2,484,female,regular,cauc,free
2,470,male,regular,cauc,non-free
2,532,male,regular+aide,afam,free
2,562,male,regular,cauc,free
2,572,male,small,cauc,non-free
2,470,female,regular+aide,cauc,non-free
2,592,male,regular,cauc,non-free
2,472,male,regular+aide,afam,free
2,545,male,small,cauc,non-free
2,601,male,regular,cauc,free
2,529,female,small,cauc,free
2,493,male,regular,afam,free
2,436,male,regular,afam,free
2,532,female,regular,cauc,non-free
2,542,male,regular,afam,free
2,538,male,regular+aide,afam,free
2,553,male,small,cauc,non-free
2,505,male,regular,cauc,non-free
2,507,female,regular,afam,free
2,562,female,regular+aide,cauc,non-free
2,572,female,small,cauc,non-free
2,567,female,small,cauc,non-free
2,557,female,small,cauc,non-free
2,653,male,small,cauc,non-free
2,523,male,small,afam,non-free
2,465,female,regular+aide,cauc,non-free
2,526,female,small,afam,free
2,578,male,regular,cauc,non-free
2,584,male,small,cauc,non-free
2,601,female,small,afam,free
2,562,male,regular+aide,afam,non-free
2,500,female,regular+aide,cauc,free
2,510,male,regular,cauc,non-free
2,549,male,regular,cauc,non-free
2,572,male,regular,cauc,free
2,515,male,small,cauc,non-free
2,535,male,regular,cauc,free
2,572,female,regular+aide,afam,free
2,490,female,regular+aide,cauc,free
2,484,female,regular+aide,afam,free
2,612,female,regular+aide,afam,non-free
2,529,female,regular,afam,free
2,557,male,regular+aide,cauc,non-free
2,505,female,regular,cauc,free
2,572,female,small,cauc,free
2,553,female,small,cauc,free
2,572,male,small,cauc,free
2,502,female,regular,afam,non-free
2,500,male,small,afam,free
2,545,male,small,cauc,non-free
2,490,female,regular+aide,cauc,non-free
2,523,female,regular+aide,afam,free
2,510,male,regular,afam,free
2,532,female,small,cauc,non-free
2,572,female,regular+aide,afam,free
2,502,male,regular,cauc,non-free
2,532,male,regular,cauc,non-free
2,490,female,regular,cauc,non-free
2,497,female,regular,afam,free
2,549,female,small,cauc,non-free
2,505,male,regular,cauc,non-free
2,505,female,regular+aide,afam,free
2,557,male,regular,cauc,non-free
2,584,male,regular,asian,non-free
2,578,female,small,cauc,non-free
2,542,female,regular+aide,cauc,non-free
2,463,female,regular+aide,afam,free
2,532,female,regular+aide,cauc,non-free
2,601,female,small,cauc,non-free
2,532,female,regular+aide,cauc,non-free
2,562,male,regular,cauc,non-free
2,523,male,regular,cauc,free
2,444,male,regular,afam,free
2,444,female,small,afam,free
2,495,male,regular,cauc,non-free
2,601,male,regular,cauc,free
2,515,male,small,cauc,non-free
2,584,female,small,cauc,non-free
2,486,male,regular,cauc,non-free
2,490,male,regular,afam,free
2,520,male,regular,cauc,non-free
2,542,female,regular,cauc,free
2,502,female,small,cauc,free
2,535,male,regular,cauc,non-free
2,612,male,regular+aide,cauc,non-free
2,481,female,regular+aide,afam,free
2,526,male,small,cauc,non-free
2,512,female,regular+aide,cauc,free
2,584,male,small,cauc,non-free
2,578,female,regular+aide,cauc,non-free
2,572,male,small,cauc,non-free
2,542,male,small,afam,free
2,549,female,small,cauc,non-free
2,601,female,regular,cauc,non-free
2,612,male,regular+aide,cauc,non-free
2,549,male,regular+aide,cauc,non-free
2,470,female,regular+aide,cauc,free
2,542,female,regular,cauc,free
2,578,male,regular,afam,free
2,545,female,regular+aide,cauc,non-free
2,532,male,regular,cauc,non-free
2,463,female,regular+aide,afam,free
2,486,male,regular+aide,afam,free
2,486,female,regular,afam,free
2,505,female,regular+aide,cauc,free
2,523,male,regular,cauc,non-free
2,507,female,small,cauc,non-free
2,584,female,regular+aide,afam,free
2,562,female,regular+aide,cauc,non-free
2,493,female,regular,cauc,free
2,500,female,small,afam,free
2,557,female,regular+aide,cauc,non-free
2,502,female,regular+aide,cauc,non-free
2,584,male,small,cauc,non-free
2,505,male,regular+aide,cauc,free
2,572,male,regular+aide,cauc,non-free
2,572,male,regular+aide,cauc,free
2,495,female,regular,cauc,non-free
2,553,female,small,afam,free
2,515,male,regular+aide,cauc,non-free
2,523,female,regular+aide,cauc,non-free
2,439,female,regular+aide,afam,free
2,549,male,regular,cauc,free
2,538,female,regular,cauc,non-free
2,549,male,regular+aide,cauc,non-free
2,545,male,small,cauc,free
2,545,male,regular,afam,free
2,507,female,regular+aide,afam,free
2,497,female,regular+aide,afam,free
2,535,male,regular+aide,afam,non-free
2,538,male,regular+aide,cauc,non-free
2,493,male,regular+aide,cauc,non-free
2,472,male,small,cauc,free
2,532,female,regular+aide,afam,free
2,505,male,regular,cauc,non-free
2,518,male,small,cauc,free
2,562,female,regular,cauc,free
2,542,female,regular,cauc,non-free
2,495,female,regular+aide,afam,free
2,572,female,regular,cauc,non-free
2,562,male,small,afam,free
2,486,male,regular+aide,afam,free
2,520,female,regular,cauc,free
2,523,female,small,cauc,free
2,497,male,regular+aide,cauc,non-free
2,578,male,regular,cauc,free
2,532,male,regular+aide,cauc,non-free
2,518,female,regular,cauc,free
2,505,male,regular,afam,free
2,512,female,regular,cauc,non-free
2,572,male,regular,cauc,non-free
2,676,female,regular+aide,cauc,non-free
2,538,female,regular,afam,non-free
2,465,female,regular,cauc,free
2,542,male,regular,cauc,non-free
2,458,female,regular,afam,free
2,484,male,small,afam,free
2,479,female,small,cauc,free
2,532,female,regular,cauc,non-free
2,474,male,regular,afam,free
2,557,female,small,afam,free
2,562,male,regular+aide,cauc,non-free
2,490,female,regular+aide,cauc,free
2,488,male,regular,afam,free
2,520,female,regular,cauc,non-free
2,553,male,regular+aide,cauc,non-free
2,572,male,small,cauc,non-free
2,572,female,regular+aide,cauc,non-free
2,578,male,regular+aide,cauc,non-free
2,567,female,regular+aide,cauc,free
2,490,female,regular,afam,free
2,526,female,regular,cauc,non-free
2,553,male,small,afam,free
2,493,male,small,cauc,free
2,512,male,regular+aide,cauc,free
2,456,female,regular+aide,afam,free
2,532,male,small,cauc,non-free
2,441,male,regular+aide,cauc,free
2,572,female,regular,cauc,free
2,500,male,regular+aide,afam,free
2,507,female,small,afam,free
2,490,male,regular,cauc,non-free
2,553,male,regular,cauc,non-free
2,612,female,regular+aide,afam,non-free
2,578,female,regular+aide,cauc,non-free
2,529,male,regular,afam,non-free
2,526,female,regular,cauc,non-free
2,545,male,regular+aide,afam,non-free
2,470,male,regular+aide,cauc,free
2,653,male,small,cauc,non-free
2,557,male,regular,cauc,free
2,518,female,small,cauc,free
2,488,male,regular+aide,afam,free
2,465,female,regular+aide,afam,free
2,520,male,regular,cauc,free
2,497,female,regular+aide,cauc,free
2,515,male,regular,afam,free
2,493,male,regular,cauc,non-free
2,472,male,small,cauc,non-free
2,481,female,regular+aide,cauc,free
2,553,female,regular,cauc,non-free
2,456,female,regular+aide,afam,free
2,549,female,small,cauc,free
2,502,male,regular+aide,cauc,free
2,490,female,regular,afam,free
2,518,female,regular+aide,cauc,non-free
2,567,female,small,cauc,free
2,500,female,regular,cauc,free
2,477,male,small,afam,free
2,592,female,regular+aide,cauc,non-free
2,542,male,small,afam,free
2,529,male,regular+aide,cauc,free
2,532,male,small,cauc,free
2,518,male,small,cauc,non-free
2,545,male,regular,cauc,free
2,507,female,regular+aide,cauc,non-free
2,490,female,small,afam,free
2,495,male,small,cauc,non-free
2,553,male,regular+aide,cauc,non-free
2,584,female,regular,afam,free
2,529,male,regular,cauc,free
2,486,male,regular+aide,cauc,free
2,505,female,small,afam,free
2,578,male,small,cauc,non-free
2,510,female,regular,afam,free
2,425,female,regular,afam,free
2,627,female,small,cauc,non-free
2,549,female,regular,cauc,free
2,510,female,regular,cauc,non-free
2,553,female,regular,cauc,non-free
2,601,male,small,cauc,free
2,510,male,regular,afam,free
2,507,male,regular+aide,cauc,non-free
2,507,female,regular,afam,free
2,584,male,small,cauc,non-free
2,542,female,regular+aide,cauc,non-free
2,465,female,regular,cauc,free
2,592,female,small,cauc,free
2,562,female,small,cauc,non-free
2,456,female,regular,cauc,free
2,512,female,regular,afam,free
2,515,male,regular+aide,cauc,non-free
2,463,male,small,cauc,free
2,612,female,small,cauc,non-free
2,520,female,small,cauc,free
2,572,female,regular,afam,free
2,526,male,regular,cauc,non-free
2,479,male,regular,cauc,free
2,526,female,regular,afam,free
2,463,female,small,afam,free
2,486,male,regular,afam,free
2,545,female,regular+aide,cauc,non-free
2,557,female,regular,afam,free
2,488,male,regular+aide,cauc,free
2,474,male,small,afam,non-free
2,545,male,regular+aide,cauc,non-free
2,557,male,regular+aide,cauc,non-free
2,567,male,regular,cauc,non-free
2,495,female,small,cauc,non-free
2,553,female,small,afam,non-free
2,490,male,regular,afam,non-free
2,502,female,regular+aide,cauc,non-free
2,545,male,regular+aide,cauc,non-free
2,535,male,regular,cauc,free
2,572,male,regular+aide,cauc,non-free
2,545,female,small,afam,free
2,529,female,regular,cauc,non-free
2,526,male,regular+aide,cauc,non-free
2,542,male,regular,afam,free
2,567,male,regular+aide,cauc,free
2,567,female,regular+aide,afam,free
2,493,female,regular,afam,free
2,515,male,regular,cauc,non-free
2,557,male,regular,cauc,non-free
2,484,female,small,cauc,non-free
2,562,female,small,cauc,non-free
2,584,female,small,afam,free
2,553,female,regular+aide,cauc,non-free
2,572,female,regular,cauc,non-free
2,520,male,regular+aide,cauc,non-free
2,515,female,regular+aide,afam,non-free
2,490,female,small,afam,non-free
2,490,male,regular+aide,cauc,free
2,493,female,regular,cauc,non-free
2,567,male,regular+aide,afam,free
2,553,male,regular,cauc,non-free
2,526,female,regular+aide,afam,non-free
2,592,male,small,cauc,non-free
2,481,male,small,afam,free
2,526,female,regular,cauc,non-free
2,557,male,regular+aide,cauc,non-free
2,592,female,regular+aide,cauc,free
2,538,male,regular,cauc,non-free
2,477,female,regular+aide,cauc,free
2,523,male,regular,afam,free
2,557,male,regular,cauc,free
2,578,male,regular,cauc,non-free
2,502,female,regular,afam,free
2,529,male,small,afam,free
2,495,female,regular+aide,cauc,non-free
2,578,female,small,afam,free
2,510,female,small,cauc,non-free
2,601,male,regular+aide,cauc,non-free
2,535,female,regular+aide,cauc,non-free
2,578,male,regular,cauc,free
2,523,female,small,afam,free
2,532,male,regular,afam,free
2,500,male,regular,afam,free
2,497,male,regular,cauc,free
2,612,female,regular+aide,cauc,non-free
2,592,female,small,cauc,non-free
2,523,male,regular+aide,afam,free
2,562,female,regular,cauc,non-free
2,532,male,regular,afam,free
2,557,female,small,cauc,non-free
2,549,female,small,cauc,non-free
2,523,male,small,cauc,non-free
2,601,male,regular+aide,cauc,non-free
2,488,male,regular,cauc,free
2,553,male,small,cauc,non-free
2,495,male,regular,afam,free
2,562,male,regular,afam,free
2,545,male,regular,cauc,non-free
2,493,male,regular+aide,afam,free
2,465,male,regular+aide,afam,free
2,481,female,regular+aide,afam,free
2,505,female,regular+aide,cauc,free
2,502,female,regular,cauc,non-free
2,449,male,regular+aide,cauc,non-free
2,502,female,regular,cauc,free
2,612,male,small,cauc,non-free
2,493,male,regular,cauc,free
2,515,male,small,cauc,free
2,484,male,regular,cauc,non-free
2,523,female,regular,cauc,non-free
2,538,female,regular,afam,free
2,481,female,regular,cauc,free
2,456,female,regular,afam,free
2,500,female,regular+aide,cauc,free
2,572,female,regular,cauc,non-free
2,520,female,small,afam,non-free
2,653,male,small,cauc,non-free
2,470,male,small,cauc,free
2,584,female,regular+aide,cauc,non-free
2,470,male,regular,afam,free
2,601,female,regular,cauc,free
2,562,male,regular+aide,afam,non-free
2,515,female,small,afam,free
2,510,female,regular+aide,cauc,non-free
2,505,male,regular,afam,free
2,497,female,small,cauc,free
2,549,female,regular+aide,cauc,free
2,592,male,small,cauc,non-free
2,557,female,small,cauc,non-free
2,479,female,regular+aide,cauc,free
2,578,female,regular,cauc,non-free
2,538,female,small,cauc,non-free
2,512,female,regular,cauc,non-free
2,532,male,regular,afam,free
2,444,female,small,afam,free
2,535,female,regular,cauc,non-free
2,529,male,regular,cauc,non-free
2,538,female,regular+aide,cauc,non-free
2,526,female,regular,cauc,free
2,470,male,regular+aide,cauc,free
2,512,male,regular+aide,cauc,non-free
2,523,male,regular,cauc,non-free
2,545,female,small,cauc,free
2,436,male,regular,afam,free
2,627,male,regular,cauc,non-free
2,538,female,small,cauc,non-free
2,505,male,regular+aide,cauc,free
2,572,female,regular+aide,cauc,non-free
2,518,female,regular+aide,cauc,non-free
2,461,female,regular,afam,free
2,553,male,regular+aide,cauc,free
2,553,female,regular+aide,cauc,non-free
2,456,male,regular,afam,free
2,535,female,regular,cauc,non-free
2,518,male,regular,cauc,non-free
2,562,female,small,cauc,non-free
2,479,female,regular,cauc,free
2,507,male,regular+aide,cauc,non-free
2,601,female,small,afam,non-free
2,557,male,regular,afam,non-free
2,549,female,regular,cauc,non-free
2,502,male,regular+aide,afam,free
2,510,male,regular+aide,cauc,non-free
2,484,male,regular+aide,cauc,free
2,495,female,small,afam,free
2,567,female,small,cauc,non-free
2,472,male,regular,cauc,free
2,562,male,regular,cauc,non-free
2,493,female,small,afam,non-free
2,529,male,small,afam,free
2,449,male,small,afam,free
2,532,female,regular,cauc,non-free
2,567,female,small,afam,free
2,479,male,regular+aide,afam,free
2,481,female,regular+aide,cauc,free
2,538,male,regular,cauc,non-free
2,578,female,regular+aide,cauc,free
2,486,female,regular+aide,afam,free
2,532,female,regular,cauc,non-free
2,495,female,small,afam,non-free
2,463,male,regular,afam,free
2,507,female,regular,afam,free
2,584,male,small,cauc,non-free
2,572,male,regular,cauc,free
2,510,female,regular,afam,free
2,518,male,regular+aide,afam,free
2,545,male,small,cauc,non-free
2,557,female,regular+aide,afam,free
2,468,male,regular,afam,free
2,553,male,regular+aide,cauc,free
2,523,female,regular+aide,afam,free
2,512,female,small,afam,non-free
2,572,male,small,cauc,non-free
2,553,female,small,afam,non-free
2,500,female,small,cauc,non-free
2,553,female,small,cauc,free
2,532,female,regular+aide,cauc,non-free
2,507,female,small,afam,free
2,497,female,regular+aide,cauc,free
2,601,female,small,cauc,non-free
2,518,male,regular,afam,free
2,538,female,small,cauc,non-free
2,557,female,regular,cauc,free
2,493,male,regular,cauc,free
2,451,female,small,afam,non-free
2,497,female,regular+aide,cauc,non-free
2,553,female,small,afam,free
2,676,female,regular,cauc,non-free
2,549,male,regular,cauc,non-free
2,601,male,small,cauc,non-free
2,518,female,regular+aide,afam,free
2,545,female,regular,cauc,free
2,612,male,regular,cauc,non-free
2,507,male,regular+aide,cauc,non-free
2,526,male,regular+aide,afam,free
2,545,female,regular+aide,cauc,non-free
2,578,female,regular+aide,cauc,non-free
2,572,male,small,cauc,non-free
2,545,male,regular+aide,cauc,free
2,474,female,regular+aide,afam,non-free
2,500,female,regular,afam,free
2,601,male,regular+aide,cauc,free
2,557,female,small,cauc,non-free
2,562,female,small,cauc,non-free
2,507,female,small,cauc,non-free
2,562,female,regular,cauc,non-free
2,515,male,regular,cauc,non-free
2,510,female,regular,afam,free
2,520,female,regular,cauc,free
2,490,female,regular+aide,afam,free
2,526,male,regular,afam,free
2,515,female,small,cauc,free
2,578,female,regular,cauc,free
2,535,male,regular+aide,cauc,free
2,584,female,regular+aide,cauc,non-free
2,520,female,regular,afam,non-free
2,545,male,regular+aide,afam,free
2,557,male,regular+aide,cauc,free
2,523,female,regular,afam,non-free
2,510,female,regular,cauc,non-free
2,567,male,regular,cauc,non-free
2,529,male,regular,cauc,non-free
2,557,female,regular+aide,cauc,non-free
2,549,male,regular,afam,non-free
2,572,male,regular,afam,free
2,495,male,regular+aide,cauc,free
2,538,female,small,cauc,non-free
2,512,female,regular,afam,free
2,549,female,regular+aide,afam,non-free
2,529,male,small,afam,free
2,510,male,regular,amindian,non-free
2,572,female,regular+aide,cauc,non-free
2,518,male,regular+aide,afam,free
2,592,female,regular+aide,afam,non-free
2,497,male,regular+aide,cauc,non-free
2,627,male,small,cauc,free
2,465,female,regular,afam,free
2,441,male,small,cauc,free
2,627,male,small,cauc,free
2,584,male,small,afam,non-free
2,572,female,regular,afam,free
2,567,female,regular,cauc,non-free
2,584,male,regular+aide,cauc,non-free
2,512,male,regular,cauc,non-free
2,515,female,regular+aide,cauc,free
2,529,female,regular,cauc,non-free
2,601,male,small,cauc,non-free
2,567,male,small,cauc,non-free
2,505,female,regular+aide,afam,free
2,444,male,small,afam,free
2,474,male,regular+aide,afam,free
2,553,male,regular+aide,cauc,free
2,468,male,regular,afam,free
2,507,female,small,cauc,non-free
2,520,female,regular+aide,afam,free
2,542,female,regular,cauc,free
2,612,male,small,cauc,non-free
2,461,male,regular+aide,afam,free
2,484,female,regular,afam,free
2,518,male,regular,cauc,non-free
2,523,male,regular+aide,cauc,free
2,601,male,regular+aide,cauc,non-free
2,529,male,regular+aide,cauc,non-free
2,441,male,small,cauc,free
2,584,female,regular,cauc,non-free
2,510,male,regular,afam,free
